"","peaks","chrom","start","stop","Input.0.1","Input.0.2","Input.60.1","Input.60.2","Rap1.0.1","Rap1.0.2","Rap1.60.1","Rap1.60.2","FLAG.0.1","FLAG.0.2","FLAG.10.1","FLAG.10.2","FLAG.20.1","FLAG.20.2","FLAG.30.1","FLAG.30.2","FLAG.40.1","FLAG.40.2","FLAG.50.1","FLAG.50.2","FLAG.60..1","FLAG.60.2","FLAG.90.1","FLAG.90.2","FLAG.120.1","FLAG.120.2","FLAG.150.1","FLAG.150.2","MYC.0..2","MYC.0.1","MYC.10.1","MYC.10.2","MYC.20.1","MYC.20.2","MYC.30.1","MYC.30.2","MYC.40.1","MYC.40.2","MYC.50.1","MYC.50.2","MYC.60.1","MYC.60.2","MYC.90.1","MYC.90.2","MYC120.2","MYC.120.1","MYC.150.1","MYC.150.2"
"83","Peak173","chrVII","281615","273563","8399.89726315789","7478.31136842105","7577.09094736842","8011.80463157895","10860.8650526316","9954.68842105263","9864.41536842105","9878.06926315789","11545.4168421053","8181.79810526316","10718.4997894737","11214.7867368421","11201.2625263158","11092.5945263158","10617.6105263158","10515.6821052632","9868.09978947368","11683.8606315789","8920.74168421053","10900.9772631579","11189.5065263158","10156.1244210526","10106.3568421053","9268.6252631579","9667.83852631579","11204.3941052632","10443.8957894737","9911.03305263158","4842.36526315789","9450.70610526316","7833.22673684211","8341.15473684211","8443.30926315789","7286.99705263158","9384.99915789474","7339.51957894737","7808.61768421053","7866.90610526316","7948.35957894737","7591.97094736842","9731.78926315789","7778.92189473684","8268.876","9720.70147368421","9650.93031578947","8076.32084210526","10458.5766315789","8484.17389473684"
"84","Peak174","chrIX","386399","378315","8488.51323076923","7297.37333333333","7266.34338461538","7743.94707692308","9831.49846153846","9667.15282051282","9817.224","9999.10276923077","10514.8369230769","7323.55097435897","8774.60246153846","10321.7737435897","10279.6291282051","9307.64430769231","10315.3538461538","9401.17743589744","8998.60635897436","10128.278974359","8644.51548717949","9377.74338461539","10334.0129230769","8947.62974358974","9241.25107692308","9052.93948717949","9204.63753846154","9979.68923076923","9874.72574358974","9412.50953846154","5177.75343589744","9628.59651282051","8413.35835897436","8792.49107692308","8518.23528205128","8053.14441025641","9130.83548717949","7783.09148717949","8135.99712820513","8843.63384615385","8068.20964102564","8712.30482051282","9967.33620512821","8301.93928205128","9005.81887179487","9647.048","10194.4129230769","8186.27158974359","10525.2514871795","8368.62994871795"
"85","Peak175","chrXIII","556965","548877","6168.87730569948","5498.44580310881","5725.74901554404","6160.86238341969","12283.047253886","11201.3488082902","11400.4934715026","10785.76","12094.2648704663","9246.39129533679","11943.9504663212","11321.8055958549","11512.0051813472","11325.147357513","10453.434611399","10855.4383419689","9807.59357512953","11166.8304663212","8810.75813471503","10861.3537823834","10420.9320207254","9688.53761658031","9605.94901554404","8299.35502590674","9596.2118134715","11140.8766839378","9989.73989637306","9784.3185492228","3933.59896373057","7522.7303626943","6320.60207253886","6720.2","6496.64601036269","5833.74445595855","7608.64683937824","5734.70756476684","6409.20808290155","6739.87212435233","6754.53616580311","6439.97471502591","8822.70901554404","6619.64497409326","7629.97616580311","8875.80704663212","8650.20829015544","6853.70404145078","9735.73554404145","7252.89347150259"
"86","Peak176","chrXIII","505040","496969","8477.91116022099","7454.66320441989","7314.32508287293","7741.89812154696","8482.1129281768","7830.62541436464","8084.59668508287","8267.17348066298","9647.81193370166","5663.55580110497","7546.39513812155","8551.19160220994","8997.36817679558","7689.91138121547","9260.35226519337","7808.90497237569","8248.64154696133","8998.80154696133","7574.20751381215","8091.27160220994","9498.22740331492","7900.5146961326","8053.33060773481","8155.51756906077","7963.83889502762","8790.55270718232","9129.71226519337","7811.88994475138","5087.84375690608","8914.9653038674","7953.36419889503","8781.77237569061","8470.90651933702","7771.47138121547","9210.57591160221","7591.93679558011","7767.5138121547","8337.94983425414","7679.13436464088","7962.84154696133","9290.36685082873","7485.30983425414","8234.37745856354","8626.89392265193","8903.98629834254","7758.86033149171","9278.56198895028","7851.45812154696"
"87","Peak177","chrIX","253030","244970","9352.06502673797","8080.67786096257","8027.78502673797","8391.23165775401","10330.7003208556","10006.8793582888","10364.76","10337.1090909091","11043.1854545455","7355.25625668449","8922.47165775401","10644.9311229947","10690.6913368984","10063.2314438503","10736.8729411765","9906.15828877005","9578.17048128342","10837.4864171123","8957.61390374331","9690.00449197861","10971.1052406417","9576.2449197861","10161.1501604278","9452.12898395722","9583.02844919786","10089.0284491979","10088.2245989305","9568.51379679144","5185.11016042781","10364.7383957219","9226.27486631016","9305.08299465241","9090.67122994652","8322.22737967915","10093.1242780749","8215.03486631016","8817.71572192513","9194.50352941176","8805.77839572193","9116.18160427808","10620.8517647059","8528.84705882353","9365.73625668449","10207.6609625668","10852.0932620321","8979.00427807487","11191.7510160428","9005.04235294118"
"88","Peak178","chrV","57606","49529","7326.80984615385","6481.87507692308","6712.14071794872","7018.67712820513","10865.0791794872","9530.52902564103","9682.61887179487","9539.16492307692","11085.2030769231","7334.16020512821","10113.1378461538","10381.0752820513","11067.2943589744","10189.4135384615","10138.3083076923","9708.25476923077","9249.3762051282","10817.7661538462","8278.35097435897","9735.55548717949","10379.2555897436","9419.18666666667","8833.61353846154","8500.60758974359","8783.27343589744","9675.28574358974","9805.91671794872","8813.56635897436","4247.18646153846","8537.7641025641","7322.92779487179","7691.85928205128","7154.3401025641","6522.15548717949","8435.34441025641","6867.43958974359","7112.28492307692","7119.64656410256","7204.45046153846","7115.39733333333","8987.75158974359","6867.84861538462","8052.29866666667","8664.36574358974","9032.75630769231","7532.61764102564","9433.09312820513","7742.76143589744"
"89","Peak179","chrXII","823045","814973","8545.53841269841","7801.29608465608","7646.47661375661","8128.38603174603","9496.46201058201","8730.20783068783","9218.96571428571","9141.1619047619","10732.3176719577","7185.54264550265","9567.45735449735","9823.18433862434","9983.12634920635","8963.16740740741","9932.88169312169","9316.23957671958","9154.87386243386","10040.5574603175","8595.9271957672","9215.32211640212","10440.6294179894","8868.13164021164","9289.54201058201","8643.91830687831","8867.20021164021","9195.57100529101","9873.58095238095","8931.56931216931","5509.92126984127","9205.19428571429","7957.14116402116","8698.35195767196","8660.6855026455","7843.7271957672","9233.79259259259","8067.96338624339","7974.47216931217","8171.15661375661","7956.1128042328","8152.56232804233","9405.80846560846","7937.43047619048","8557.3235978836","9522.89312169312","9663.04338624339","8208.32021164021","9627.34349206349","8243.03365079365"
"90","Peak18","chrXII","526397","518303","8983.03040816327","7714.50346938776","7946.04040816327","8123.77285714286","9580.16183673469","8542.2","9081.5212244898","9090.68857142857","10541.3240816327","6509.92163265306","8497.53346938776","9403.31857142857","10270.1732653061","8782.01081632653","10142.05","8806.43204081633","9156.32469387755","9927.40836734694","8363.00755102041","8901.52897959184","10499.2685714286","8964.1593877551","9013.82326530612","8783.94428571429","8621.22387755102","9159.93571428571","10198.6216326531","8804.79571428571","5250.96040816327","9769.36714285714","8763.34285714286","9016.15163265306","8463.37714285714","7857.84714285714","9713.7387755102","8122.16020408163","8196.19530612245","8350.30244897959","8091.05102040816","8309.77040816327","9695.01428571429","7694.04816326531","8647.05551020408","9208.27408163265","9381.2087755102","8378.41673469388","9709.8006122449","8329.51428571429"
"91","Peak180","chrIX","103939","95867","7145.87670103093","6212.90041237113","6422.64927835052","6877.56515463918","12626.2808247423","11395.4111340206","11388.3958762887","10996.8121649485","10959.8113402062","7139.04783505155","9595.94865979381","10404.9470103093","10570.5055670103","10201.2406185567","10451.7513402062","9896.87319587629","9208.32639175258","10914.6488659794","8548.72103092783","10166.2070103093","10603.346185567","9725.26721649485","9316.74762886598","9096.09793814433","8939.43628865979","10133.344742268","10119.9412371134","9455.02783505155","4725.18226804124","9322.85855670103","7709.55278350515","8428.20742268041","8286.32556701031","7253.04969072165","8893.21855670103","7106.53628865979","7568.17216494845","7818.69422680412","7717.68391752577","7481.03793814433","9603.84206185567","7165.61278350515","8474.58453608248","9067.8030927835","9373.43628865979","8091.35690721649","10012.7944329897","7790.75298969072"
"92","Peak181","chrXV","870861","862781","7641.07612244898","6539.49775510204","6967.3606122449","7174.54489795918","11488.8065306122","10299.0959183673","10363.7410204082","10014.1673469388","11511.622244898","7973.02734693878","10104.3697959184","10576.5330612245","11285.2051020408","10305.3034693878","10811.8695918367","9630.46040816327","9375.57408163265","10970.8075510204","8801.91285714286","9912.61714285714","10866.7663265306","9590.3693877551","9588.44836734694","8995.78448979592","9160.70367346939","10141.2210204082","10245.5989795918","9018.66163265306","4951.27387755102","9205.07775510204","7956.22571428571","8403.56918367347","8007.12244897959","6966.18693877551","9012.16183673469","7235.10632653061","7704.04551020408","7664.71755102041","7837.38020408163","7457.06734693878","9520.23387755102","7072.07142857143","8549.07918367347","8935.41489795918","9253.60693877551","8224.21346938775","10143.7606122449","8157.39693877551"
"93","Peak182","chrX","295593","287500","8395.9112244898","6346.16775510204","7565.99551020408","6963.49285714286","11860.6669387755","11908.283877551","11367.3971428571","11662.6606122449","11736.3440816327","7693.98857142857","9815.44142857143","11079.57","11504.42","10567.8991836735","11516.126122449","10076.6008163265","9785.23775510204","11286.7491836735","9279.56673469388","10490.4610204082","11470.5175510204","9739.12530612245","10400.213877551","9882.65142857143","9961.28775510204","10701.3797959184","10309.0920408163","10343.6542857143","5482.26979591837","10181.1416326531","9107.33897959184","9455.08897959184","8927.16102040816","8078.89244897959","9974.32591836735","8315.48040816326","8724.95020408163","9110.43918367347","8813.32836734694","8593.13040816327","10393.983877551","8383.3087755102","9453.18489795918","9765.21081632653","10966.4069387755","8880.96102040816","11645.8916326531","8902.17306122449"
"94","Peak183","chrXIII","150496","142408","6592.52082474227","5221.41092783505","5951.3230927835","5949.23030927835","14697.0204123711","14061.6742268041","14033.0670103093","13566.0616494845","11930.6350515464","8408.04742268041","9725.33649484536","11069.0090721649","11372.2954639175","11008.7964948454","11419.9874226804","10546.9929896907","9983.23319587629","11410.5713402062","9219.46721649485","10723.9556701031","10986.9507216495","10466.3622680412","9640.09917525773","9985.08989690722","9569.59608247423","11123.2892783505","11028.4921649485","9750.78762886598","5397.45855670103","9935.58845360825","9063.60907216495","9142.49319587629","8852.2212371134","7722.83257731959","9495.86969072165","7865.95402061856","8344.89278350515","8491.42639175258","8616.51340206186","7935.7775257732","10555.6511340206","7597.86865979381","9614.72453608247","9349.49422680412","9804.17608247423","8992.04103092784","10287.1035051546","8772.97113402062"
"95","Peak184","chrIV","658951","651468","7711.99555555556","7113.96155555556","6618.05622222222","7273.64822222222","9004.24355555555","8147.02933333333","9129.37444444444","8712.86222222222","9199.61","6298.08155555556","7811.67266666667","8727.82977777778","8917.32088888889","8079.204","8784.08266666667","8180.67133333333","8388.61511111111","8991.616","7637.41933333333","8575.08866666667","9504.22666666667","8059.60955555556","8478.94377777778","7839.808","8233.77533333333","8262.46088888889","8714.93911111111","7871.52177777778","4754.12466666667","8730.60577777778","7700.23066666667","7982.73755555556","7924.26288888889","7243.69111111111","8510.21511111111","7232.66977777778","7588.64177777778","7976.66022222222","7630.29022222222","7501.20511111111","9029.82777777778","7423.54444444444","7895.62933333333","8859.26866666667","9134.476","7526.26155555556","9437.73622222222","7818.49733333333"
"96","Peak185","chrXII","286776","278702","8523.4687755102","7317.59265306122","7699.90653061224","7911.5812244898","11195.2214285714","10283.4395918367","10463.8089795918","10584.6159183673","11201.5089795918","6598.93897959184","8978.04918367347","10419.8846938776","10752.6144897959","10312.6251020408","10852.7312244898","9764.81693877551","9584.56367346939","11190.2991836735","8438.55612244898","10321.0779591837","10991.6657142857","10065.6391836735","9370.38469387755","9518.27224489796","9024.58285714286","10178.5734693878","10361.257755102","9697.6906122449","5289.47836734694","10078.3383673469","8949.01326530612","9284.77367346939","8708.78020408163","7645.16081632653","9523.28428571429","8332.25673469388","8524.19959183673","8391.85897959184","8412.43183673469","8081.09918367347","10253.4020408163","7920.18755102041","8826.06040816326","9651.55673469388","10043.9002040816","8606.21142857143","10367.1755102041","8838.52183673469"
"97","Peak186","chrXII","907645","899593","8453.61408163265","7702.11244897959","7460.28836734694","8080.02734693878","10468.3797959184","9443.99795918367","9826.60204081633","9648.51632653061","11467.2395918367","7847.84346938776","9841.19632653061","10932.6902040816","11078.8028571429","9878.75612244898","10723.9142857143","9989.48408163265","9524.91102040816","10616.7032653061","8819.02183673469","9921.50959183674","11003.2642857143","9221.49142857143","9408.9606122449","9136.68163265306","9431.36244897959","10312.6997959184","10701.5267346939","9623.01204081633","5073.2987755102","9595.30775510204","8294.50040816327","8660.67795918367","8686.07326530612","8042.01795918367","9517.0206122449","7628.60346938776","8140.9106122449","8923.26408163265","8199.93163265306","8148.63510204082","10082.4569387755","8089.69816326531","9126.4887755102","9698.78408163265","9988.05571428571","8428.60918367347","10301.5836734694","8392.63571428571"
"98","Peak187","chrXVI","704727","696646","7452.04981595092","6347.52392638037","6615.13030674847","6979.65226993865","11237.5850306748","10321.0191411043","10734.1872392638","10253.0780368098","10730.1634355828","7103.72220858896","9918.32858895706","10326.0051533742","10216.9381595092","9350.68024539877","9883.36588957055","9438.34895705522","9194.38503067485","10219.08","8315.99950920245","9581.43239263804","10625.1114110429","8976.96564417178","9357.51656441718","8615.64760736196","9012.90895705522","10217.727607362","9804.64073619632","9180.35926380368","4737.20809815951","9290.66282208589","7927.23705521472","8042.38969325153","8165.62085889571","7383.17914110429","8863.61791411043","7256.10429447853","7838.68343558282","7918.23975460123","7683.04785276074","7537.56736196319","9532.79705521472","7570.93104294479","8156.37447852761","9222.56171779141","8948.03926380368","7828.19018404908","9908.32858895706","7647.53717791411"
"99","Peak188","chrVIII","130256","122219","7011.52352331606","5610.50922279793","6365.35606217617","6453.26466321244","11709.6084974093","11091.1100518135","10890.1427979275","10721.823626943","10681.0611398964","6863.05575129534","9554.36808290155","10514.4223834197","10421.4580310881","9374.9332642487","10236.2416580311","9410.69720207254","9058.92621761658","10676.976373057","8336.20559585492","9736.01720207254","10550.8055958549","8851.46424870466","9296.72829015544","8392.6370984456","8930.15088082902","10469.5560621762","9904.38466321244","9297.80373056995","4089.75088082902","9030.7732642487","7612.34549222798","7744.26051813472","7809.98196891192","7251.84041450777","8261.09471502591","7065.44082901554","7463.86797927461","7541.77347150259","7372.18756476684","7368.28414507772","9112.34051813472","7480.01077720207","8013.31419689119","9180.1021761658","8995.99813471503","7534.38259067358","9689.6325388601","7545.63689119171"
"100","Peak189","chrIV","980684","972639","8422.31897959184","7368.26612244898","7339.61489795918","7723.96387755102","10973.3159183673","10106.8953061224","10696.6428571429","10256.3346938776","11091.0812244898","7962.57632653061","9244.81244897959","10217.4926530612","10626.1667346939","9347.96653061224","10231.096122449","9577.42979591837","9561.53387755102","10718.1095918367","8659.6687755102","9643.42448979592","10628.3634693878","9220.42510204082","9568.53897959184","9019.72775510204","9118.18285714286","9896.13244897959","10047.913877551","9446.51387755102","5047.68714285714","9487.41408163265","8477.93551020408","9088.41571428571","8553.10081632653","7757.52653061224","9500.8793877551","7665.76816326531","8134.90367346939","8324.38571428571","8157.25591836735","8425.31857142857","10234.9716326531","8009.0306122449","8575.76428571429","9758.57897959184","10041.3320408163","8283.00775510204","10644.3675510204","8408.16775510204"
"101","Peak19","chrVII","295893","287804","8403.27714285714","7546.15693877551","7883.31367346939","8153.89857142857","10264.6483673469","8865.00489795918","9236.45775510204","9222.14714285714","11562.8173469388","8106.75653061225","10377.6536734694","10990.3463265306","11550.9302040816","10126.36","10741.3371428571","10237.1512244898","9864.92489795918","10737.6724489796","8973.27081632653","9981.85285714286","10886.4297959184","9262.60795918367","9282.26408163265","9223.35857142857","9332.06897959184","9806.56244897959","9658.72428571429","9217.57673469388","4687.24367346939","9321.87163265306","8123.57244897959","8031.94510204082","7773.12387755102","7386.61632653061","9050.61836734694","7370.83673469388","7741.22673469388","8022.76204081633","7913.55571428571","7997.49020408163","9742.63244897959","8035.02163265306","8983.09387755102","9231.61081632653","9894.88244897959","8289.5412244898","10503.2728571429","8836.89020408163"
"102","Peak190","chrXV","677886","669799","7562.01046153846","5962.28471794872","6691.25948717949","6669.35446153846","12136.6849230769","11695.4123076923","11803.0656410256","11614.52","10922.4955897436","7890.27897435897","9403.19241025641","10352.7025641026","10755.5302564103","9877.33866666667","10316.1405128205","9570.59671794872","9517.58605128205","10677.5206153846","8713.06092307692","9767.46953846154","10628.104","9191.26707692308","9331.17046153846","9019.2882051282","9156.81825641026","9871.84594871795","10021.9755897436","9059.47630769231","4921.53087179487","9639.7161025641","8376.11917948718","8443.99712820513","8283.03076923077","7245.22871794872","9222.77928205128","7560.51815384615","8152.77723076923","8160.08841025641","8211.84451282051","8089.42153846154","10255.0084102564","7798.20882051282","8687.79035897436","9401.95384615385","9832.68266666667","8392.37046153846","10597.4683076923","8489.49764102564"
"103","Peak191","chrIII","82557","74485","8580.7682051282","6814.08574358974","7413.58871794872","7481.73025641026","9439.28102564102","9461.78707692308","9046.53517948718","9401.22256410256","10407.592","6429.38256410256","8432.75405128205","9528.96882051282","9946.61517948718","8859.83712820513","10088.1081025641","8578.01230769231","8665.59282051282","9647.87897435898","7972.79835897436","8838.7961025641","10104.2578461538","8440.9437948718","8896.53723076923","8394.61394871795","8410.71097435897","9230.11671794872","9466.95364102564","8462.81620512821","5223.50194871795","9366.34728205128","8125.96656410256","8982.09394871795","8316.86830769231","7430.7158974359","9320.74892307692","7849.87712820513","7662.10338461539","8565.67364102564","7784.31651282051","8083.21025641026","9597.072","7686.00902564103","8647.53558974359","9292.86953846154","9641.78358974359","8027.17805128205","10164.9673846154","8417.5321025641"
"104","Peak192","chrIV","495182","487111","9172.510625","7985.766875","7959.72875","8558.49625","9395.08833333333","8450.54395833333","8661.28979166667","8941.55041666667","10898.7304166667","7102.805","9023.13645833333","9674.81895833333","10422.9735416667","9167.16541666667","10161.2616666667","9456.98604166667","9449.08833333333","10365.9975","8675.22791666667","9223.20875","10634.663125","9161.83354166667","9121.30729166667","8673.00770833333","9075.36604166667","9984.77479166667","10390.7025","8764.37541666667","5286.44083333333","9607.23729166667","8402.70416666667","8775.78354166667","8612.38979166667","7972.5225","9308.14895833333","7618.69791666667","8117.296875","8025.77666666667","8121.86083333333","8492.936875","10005.123125","7858.00270833333","8734.520625","9702.30875","8966.08791666667","8306.21916666667","9667.56625","8419.0725"
"105","Peak193","chrII","93950","85883","8389.23977900553","7593.15712707182","7571.92574585635","8183.95491712707","11312.9787845304","10105.8342541436","10393.2028729282","10277.5301657459","11199.3900552486","7858.34475138122","10180.6883977901","10491.4017679558","10831.1476243094","9742.21458563536","10588.8413259669","9775.54165745856","9754.47602209945","10979.213480663","9148.8382320442","10084.044640884","11044.1215469613","9651.11005524862","9726.16154696133","9249.10674033149","9523.89524861878","10061.7849723757","10269.2479558011","9539.64","5243.52795580111","9878.73944751381","8368.85325966851","8954.40154696133","9124.34563535912","8046.75138121547","9579.22939226519","7953.51248618785","8511.25613259669","8514.72994475138","8536.01016574586","8393.21348066298","10087.7816574586","7976.41988950276","9230.63182320442","9776.76243093923","9883.31005524862","8808.78917127072","10600.5164640884","8530.56066298343"
"106","Peak194","chrXVI","870641","862589","9386.76902564103","8251.38461538462","8436.80738461538","8670.00676923077","10257.0676923077","9025.40594871795","9388.81333333333","9440.67938461539","11585.1179487179","7781.36328205128","9855.55753846154","11004.041025641","11402.3282051282","10999.0354871795","11006.3078974359","10099.2065641026","9880.02543589744","11412.3366153846","8875.87733333333","10406.4168205128","11039.192","10050.8568205128","9492.24820512821","9728.35507692308","9377.56492307692","10280.161025641","10193.0237948718","9783.18215384615","5121.54276923077","10107.9031794872","8750.52205128205","9124.62092307692","8775.32697435897","7454.79671794872","10108.5542564103","8156.58441025641","8668.98297435897","8622.86687179487","8632.6281025641","8147.77169230769","10780.0884102564","8054.15507692308","9512.528","9486.58235897436","10447.6771282051","8916.67528205128","11277.5554871795","8878.99343589744"
"107","Peak195","chrV","114751","106702","8258.87591836735","7825.60795918367","7272.17183673469","8034.67367346939","9855.56755102041","8357.17081632653","8907.68469387755","8723.36346938776","11397.3208163265","7941.70571428571","9806.79102040816","10604.4467346939","10955.1328571429","10504.3120408163","10458.8869387755","9972.18285714286","9337.94040816327","10665.1271428571","8551.74183673469","9762.45244897959","10424.5885714286","9344.1206122449","8735.76020408163","8875.01693877551","8915.42142857143","9864.52775510204","9871.90612244898","8963.84346938776","4646.27285714286","8912.54265306122","7683.82224489796","8175.1312244898","7855.82408163265","6827.94387755102","9004.42755102041","6977.19918367347","7405.66734693878","7901.00816326531","7706.73816326531","7544.10755102041","9726.37979591837","7229.38510204082","8901.69224489796","8872.91714285714","9399.4193877551","8119.10795918367","10173.0310204082","8054.00387755102"
"108","Peak196","chrX","77936","69874","5190.98282722513","4422.98094240838","5016.23623036649","5353.71643979058","15574.1468062827","14133.2253403141","14447.017382199","13429.100104712","12481.0194764398","9324.07518324607","11849.8427225131","11612.2318324607","12100.2797905759","11919.8395811518","10805.0041884817","11201.8611518325","10229.5870157068","12286.2645026178","9029.73989528796","11017.6747643979","10710.4205235602","10829.182408377","9872.14701570681","8800.20544502618","9577.23895287958","11022.730052356","10027.4668062827","9920.09298429319","4159.17361256545","7972.90848167539","6872.47183246073","7234.47916230367","6863.3754973822","6024.13989528796","8106.74910994764","6250.30534031414","6725.55664921466","6522.63434554974","7111.11162303665","6768.6477486911","9092.01130890052","6392.37277486911","7978.99937172775","8947.93277486911","8886.52188481675","7427.79518324607","9874.81780104712","7489.68984293194"
"109","Peak197","chrXIII","437733","429634","8031.80020408163","7246.60836734694","7021.77795918367","7664.34979591837","9232.01918367347","8314.72693877551","9283.64224489796","8884.29530612245","9946.60673469388","6460.06775510204","8872.18510204082","9186.19673469388","9594.6412244898","8114.44918367347","9286.68530612245","8608.04163265306","8617.87510204082","9467.69285714286","8016.27897959184","8593.22612244898","10047.2369387755","8237.68591836735","8976.91653061224","8017.28836734694","8634.14285714286","8585.32734693878","8769.15408163265","8649.79224489796","4507.85285714286","8893.54204081633","7755.89673469388","7910.33224489796","7893.89081632653","7551.78591836735","8658.17897959184","7323.11489795918","7960.4487755102","7869.79285714286","7535.29591836735","8037.94632653061","9283.40142857143","7690.41612244898","7990.9193877551","9077.46897959184","9417.30448979592","7682.3787755102","9964.72183673469","7953.81591836735"
"110","Peak198","chrVII","258568","250495","7478.81054945055","6609.39362637363","6993.77714285714","7496.37604395604","11384.4997802198","10274.9665934066","9891.40659340659","9815.19032967033","11469.3786813187","7960.03824175824","10597.676043956","10821.3428571429","10940.3446153846","10729.5189010989","10558.2428571429","10089.0123076923","9363.62945054945","10970.5606593407","8597.51054945055","10272.9175824176","10552.2602197802","9723.71252747253","9295.20175824176","9131.92395604396","9041.25032967033","10275.1934065934","10230.7340659341","9140.2610989011","4610.03626373626","8959.67692307692","7472.25054945055","8160.18307692308","8069.11978021978","6787.69692307692","8864.08373626374","7281.56087912088","7545.58945054945","7827.14197802198","7417.17912087912","7405.46989010989","9438.0378021978","7434.5632967033","8433.59604395604","8997.4032967033","9427.77648351648","7850.43362637363","9845.17384615385","8493.01450549451"
"111","Peak199","chrX","611945","603907","8576.52948453608","7446.11443298969","7621.05463917526","7954.21402061856","9410.81237113402","8641.85340206186","8783.55381443299","8884.55773195876","10563.2272164948","6497.43216494845","8615.37546391753","9474.92556701031","9903.31113402062","8911.78762886598","9727.70989690722","8919.91113402062","8908.88164948454","9982.27051546392","8126.14886597938","9243.17587628866","10141.3591752577","8820.64412371134","8960.23628865979","8553.44969072165","8622.28886597938","9153.3612371134","9654.18432989691","8419.42721649485","5003.85381443299","9046.37587628866","8152.74206185567","8732.13422680412","8237.09072164949","7516.84886597938","9452.02041237113","7489.95546391753","7906.24927835052","7947.04886597938","7627.37463917526","7767.9169072165","9521.51525773196","7452.94412371134","8175.77175257732","9171.26783505155","9444.12082474227","7875.6812371134","9812.91422680412","8190.53278350515"
"112","Peak2","chrI","4660","25","5629.64117647059","4302.16470588235","5417.87058823529","5068.00529411765","15318.0511764706","14599.9594117647","13244.7635294118","14305.7047058824","12776.6217647059","9239.68","11716.4482352941","11626.3229411765","11761.0529411765","11932.3935294118","10680.1823529412","10498.9929411765","10022.9188235294","11294.0611764706","8567.17","11194.9623529412","10947.4541176471","9873.50588235294","9219.49470588235","9670.33117647059","8977.37411764706","9697.53058823529","9284.45058823529","8729.15764705882","3890.55294117647","8490.62352941177","6858.06882352941","7713.84411764706","7395.75","5991.40117647059","9207.01941176471","6728.03941176471","7292.02294117647","8283.12941176471","7507.05647058824","6822.19882352941","9755.99117647059","7392.21764705882","8620.25235294118","8413.42352941176","10830.2135294118","7924.04","11542.5935294118","8546.60352941176"
"113","Peak20","chrXIV","245734","237679","7267.91448979592","5721.58224489796","6410.94224489796","6274.00163265306","12390.3426530612","11820.5593877551","12221.8779591837","11852.2826530612","11610.9871428571","8364.08244897959","9784.84551020408","10640.8091836735","11402.9971428571","10150.3995918367","11189.2730612245","10046.8351020408","9896.29244897959","10492.9410204082","9226.4312244898","9885.89693877551","10875.6330612245","9471.06040816326","9619.85244897959","9184.9506122449","9623.27163265306","10326.9853061224","9877.85224489796","9741.44510204082","5118.61612244898","9636.32530612245","8724.31","8822.14551020408","8349.73428571428","7400.68979591837","9262.47346938775","7489.99428571429","8014.31224489796","8711.38489795918","8077.25734693878","8243.02367346939","10177.667755102","7853.91836734694","9245.69040816327","9448.14285714286","10116.8406122449","8347.86551020408","10855.14","8602.25897959184"
"114","Peak200","chrXV","991909","983837","7466.87384615385","5762.17805128205","6305.90646153846","6525.37456410256","12077.152","11899.8045128205","12765.7891282051","11959.6338461538","10811.7179487179","7828.95364102564","9642.32225641026","10702.3716923077","10463.6492307692","9622.04328205128","10447.4818461538","9676.96964102564","9542.10030769231","10527.1314871795","9074.78441025641","9658.25887179487","10926.0192820513","8898.21415384615","9885.0918974359","8950.33025641026","9748.32820512821","10572.8012307692","9742.93251282051","9831.38584615385","4875.95035897436","9623.41825641026","8407.56471794872","8105.62605128205","8408.5517948718","7636.78769230769","8802.54338461538","7617.31158974359","8228.90892307692","8404.50153846154","8114.03282051282","8478.00348717949","9862.12594871795","8309.13948717949","8861.12717948718","9853.92451282051","9937.68492307692","8211.36369230769","11000.2463589744","8315.20102564102"
"115","Peak201","chrXII","1065170","1060784","5359.79684210526","4016.72526315789","4917.45263157895","4951.90421052632","15763.2189473684","13450.3915789474","13864.4105263158","13458.9726315789","14189.7494736842","8834.45894736842","13614.4705263158","12298.4042105263","13331.6631578947","11596.9957894737","11179.6578947368","10774.2294736842","10595.9715789474","11667.2263157895","9347.74631578947","11033.9557894737","11739.3221052632","9658.49368421053","10312.7515789474","10025.8757894737","9812.61263157895","10311.6242105263","9538.01052631579","9445.51578947368","3904.80947368421","7739.76736842105","6155.74","6835.73578947368","6466.70947368421","5587.53789473684","9403.27157894737","5717.71684210526","7302.64","7805.58736842105","7685.35368421053","7039.20105263158","10219.6473684211","6980.01894736842","8537.73157894737","8157.83578947368","10677.7452631579","7583.12315789474","11780.6789473684","8137.77157894737"
"116","Peak202","chrVII","778643","770545","9110.94748717949","7932.58912820513","7752.38235897436","8093.98666666667","8318.39405128205","8114.29005128205","7909.15979487179","8318.11056410256","10188.5462564103","6414.17743589744","8114.80512820513","9341.7401025641","9517.19938461539","8433.47753846154","9731.4678974359","8594.38687179487","8566.65251282051","9581.29128205128","8070.60594871795","9061.97046153846","9854.19261538462","8254.48594871795","8922.78687179487","8234.54502564103","8482.7321025641","9056.3042051282","9949.09394871795","8108.46851282051","5251.94646153846","9211.17907692308","8183.60451282051","8984.84758974359","8678.57005128205","7948.82133333333","9612.45087179487","7523.46030769231","7912.232","8592.20758974359","7843.71835897436","7758.46338461538","9643.21435897436","7840.25005128205","8332.59856410256","9232.48164102564","9648.15487179487","7937.09497435897","9669.99528205128","8469.33230769231"
