Site_Chr	Peak Id	Site_Pos	Mapped_Chr	Mapped_Pos	0	10	20	30	40	50	60	90	120	150	Val_init	Val_fit	SSR	BGD	Residency in Minutes	0	10	20	30	40	50	60	90	120	150
chrIX	Peak624	365610	chrIX	365766	0.03421	0.019727	0.140616	-0.026105	0.092595	0.139686	0.150982	0.301997	-0.246798	-0.119178	5.00E-04	4.00E-04	1.02E-01	1.02E+00	41.6387374834996	0.043417	0.043417	0.043417	0.043449	0.042612	0.039981	0.035776	0.020601	0.006857	-0.003997
chrII	Peak625	392609	chrII	391818	-0.823832	-0.946736	-0.636401	-0.781856	-0.602417	-0.453215	-0.255635	-0.133333	-0.424436	0.062783	2.00E-03	3.92E-04	1.18E-01	7.32E-01	42.4803891407551	-0.792933	-0.792933	-0.792933	-0.793542	-0.777794	-0.728485	-0.650397	-0.374086	-0.128126	0.065611
chrVI	Peak633	256628	chrVI	255901	-0.890474	-1.138559	-0.929837	-0.695317	-0.567395	-0.36811	-0.260154	-0.23479	-0.392248	0.059008	2.00E-03	4.00E-04	1.64E-01	6.96E-01	41.6932356811044	-0.904993	-0.904993	-0.904993	-0.905711	-0.887155	-0.829269	-0.738066	-0.419173	-0.138965	0.08029
chrVIII	Peak777	452429	chrVIII	451502	-0.457337	-0.550678	-0.321243	-0.340773	-0.312843	-0.112569	-0.188435	-0.016108	-0.164158	-0.07564	2.00E-03	3.99E-04	6.76E-02	8.57E-01	41.7765913225842	-0.414544	-0.414544	-0.414544	-0.414856	-0.406782	-0.381435	-0.341038	-0.1961	-0.065552	0.037413
chrII	Peak260	614268	chrII	614485	-1.222377	-1.494896	-1.56578	-0.9938	-1.01962	-0.764873	-0.411273	-0.237084	-0.447443	0.017778	4.00E-03	3.89E-04	1.76E-01	5.77E-01	42.8598418026095	-1.301043	-1.301043	-1.301043	-1.30212	-1.274365	-1.188281	-1.054369	-0.598342	-0.206335	0.099483
chrXIV	Peak274	652147	chrXIV	652296	-0.584193	-0.670973	-0.452286	-0.251982	-0.178825	-0.218372	-0.107674	-0.264472	-0.121583	-0.00645	1.00E-03	3.86E-04	9.81E-02	8.35E-01	43.1384089812787	-0.481097	-0.481097	-0.481097	-0.48145	-0.472314	-0.443561	-0.397651	-0.232072	-0.081718	0.037736
chrXIII	Peak280	306738	chrXIII	306648	-1.076154	-1.198035	-0.94309	-0.725171	-0.68525	-0.434178	-0.383703	-0.326817	-0.297154	0.01768	1.00E-03	3.83E-04	1.18E-01	6.74E-01	43.4623007568612	-0.974827	-0.974827	-0.974827	-0.975579	-0.956159	-0.895398	-0.799502	-0.462489	-0.163853	0.071773
chrV	Peak317	462416	chrV	462116	-0.72895	-0.955769	-0.557483	-0.616964	-0.713684	-0.148266	-0.17444	-0.197103	-0.3026	0.00045	1.00E-03	3.86E-04	1.54E-01	7.60E-01	43.2144684806199	-0.70696	-0.70696	-0.70696	-0.70749	-0.693807	-0.650843	-0.582543	-0.338662	-0.119328	0.054424
chrXV	Peak353	960358	chrXV	960142	-1.063509	-1.172613	-1.312123	-0.679021	-0.904615	-0.627019	-0.489926	-0.284958	-0.296558	0.011732	2.00E-03	3.85E-04	9.05E-02	6.55E-01	43.2556634640173	-1.036969	-1.036969	-1.036969	-1.037781	-1.016833	-0.951406	-0.848416	-0.488607	-0.171677	0.077746
chrX	Peak394	358204	chrX	358367	-0.750688	-0.692683	-0.875068	-0.373966	-0.655575	-0.316395	-0.249185	-0.288531	-0.228258	0.052188	5.00E-04	3.88E-04	8.01E-02	7.75E-01	42.9351203960885	-0.660915	-0.660915	-0.660915	-0.66141	-0.648603	-0.60839	-0.544432	-0.315849	-0.110211	0.052558
chrVIII	Peak410	461359	chrVIII	461386	-0.81873	-0.965951	-0.939497	-0.529835	-0.775553	-0.456157	-0.38753	-0.197761	-0.280045	0.017428	1.00E-03	3.88E-04	7.46E-02	7.29E-01	42.9165246129702	-0.802808	-0.802808	-0.802808	-0.80342	-0.787608	-0.738056	-0.65953	-0.381156	-0.132696	0.063456
chrIII	Peak444	50769	chrIII	50733	-0.847555	-1.087242	-1.114389	-0.715622	-0.711693	-0.365809	-0.166843	-0.243913	-0.454583	0.056424	1.00E-03	3.85E-04	2.03E-01	6.88E-01	43.2599523413757	-0.931525	-0.931525	-0.931525	-0.932242	-0.913719	-0.855748	-0.764166	-0.441661	-0.155441	0.070357
chrXII	Peak463	86028	chrXII	86188	-1.001677	-0.636237	-1.325801	-0.992794	-0.854797	-0.56984	-0.320298	-0.255379	-0.315625	-0.001138	4.00E-03	3.84E-04	1.23E-01	6.76E-01	43.4584815919433	-0.968436	-0.968436	-0.968436	-0.969182	-0.949905	-0.889588	-0.794372	-0.459599	-0.162822	0.071366
chrXVI	Peak508	832144	chrXVI	832121	-0.269764	-0.376702	-0.293063	-0.312414	-0.179733	-0.053268	-0.105897	-0.066596	-0.181172	0.004672	1.00E-03	3.87E-04	4.70E-02	8.92E-01	43.0145601705304	-0.312441	-0.312441	-0.312441	-0.312669	-0.306781	-0.288233	-0.258559	-0.151045	-0.053003	0.024967
chrII	Peak525	589502	chrII	589475	-0.706836	-0.567029	-1.067737	-0.549186	-0.702374	-0.429313	-0.277327	-0.225688	-0.251541	0.029726	5.00E-04	3.89E-04	7.45E-02	7.59E-01	42.8807382896777	-0.708314	-0.708314	-0.708314	-0.708848	-0.695038	-0.651705	-0.582872	-0.337554	-0.117488	0.056509
chrXIV	Peak539	604835	chrXIV	604848	-0.38281	-0.530767	-0.441493	-0.195881	-0.332236	-0.025833	-0.114721	-0.150231	-0.134376	-0.023877	5.00E-04	3.85E-04	7.64E-02	8.68E-01	43.2481880306661	-0.382447	-0.382447	-0.382447	-0.382726	-0.375528	-0.352852	-0.316586	-0.185272	-0.065544	0.029742
chrXII	Peak568	732203	chrXII	732199	-0.279449	-0.44963	-0.373076	-0.268636	-0.26427	-0.196946	-0.006805	-0.126244	-0.1725	0.012394	5.00E-04	3.88E-04	4.86E-02	8.82E-01	42.9886870111488	-0.340818	-0.340818	-0.340818	-0.341067	-0.334632	-0.314363	-0.281948	-0.164605	-0.057697	0.02729
chrXIV	Peak721	66007	chrXIV	65069	-1.116212	-1.015119	-1.236268	-0.80861	-0.988879	-0.658674	-0.450424	-0.321488	-0.279219	0.020746	2.00E-03	3.89E-04	6.95E-02	6.56E-01	42.8815657466169	-1.035423	-1.035423	-1.035423	-1.036239	-1.015158	-0.949369	-0.845891	-0.485101	-0.168135	0.080823
chrXII	Peak745	159920	chrXII	158921	-0.857407	-0.786415	-1.190144	-0.625205	-0.733041	-0.553465	-0.396124	-0.201162	-0.260134	-0.007702	1.00E-03	3.88E-04	7.61E-02	7.13E-01	42.9587698051742	-0.850537	-0.850537	-0.850537	-0.851189	-0.834351	-0.781619	-0.69816	-0.403126	-0.140481	0.066727
chrXI	PeakPP001	278078	chrXI	278069	-0.562533	-0.653188	-0.675417	-0.365548	-0.458254	-0.201453	0.028274	-0.189553	-0.099082	-0.156351	1.00E-03	3.84E-04	1.51E-01	8.09E-01	43.4115957581662	-0.558882	-0.558882	-0.558882	-0.559293	-0.548676	-0.515267	-0.461967	-0.270051	-0.095971	0.042409
chrIX	Peak010	131965	chrIX	131876	-1.16471	-1.653934	-1.38519	-0.737679	-0.932493	-0.553665	-0.308288	-0.120047	-0.511384	-0.016522	4.00E-03	3.83E-04	2.78E-01	6.08E-01	43.5620059850711	-1.195642	-1.195642	-1.195642	-1.196597	-1.171959	-1.095211	-0.975062	-0.560176	-0.198481	0.085506
chrXIII	Peak016	798054	chrXIII	797884	-0.970325	-1.372673	-1.002676	-0.737784	-0.788404	-0.467301	-0.281585	-0.146123	-0.393845	-0.037888	1.00E-03	3.80E-04	1.89E-01	6.66E-01	43.8611842642563	-1.003395	-1.003395	-1.003395	-1.004166	-0.984261	-0.921962	-0.823649	-0.478124	-0.171696	0.070436
chrV	Peak145	491219	chrV	491201	-1.289841	-1.726626	-1.292641	-1.062105	-0.954061	-0.541381	-0.365436	-0.228215	-0.518865	0.013787	2.00E-03	3.81E-04	2.54E-01	5.71E-01	43.7833163672982	-1.323471	-1.323471	-1.323471	-1.32455	-1.296751	-1.210387	-1.07588	-0.616389	-0.219604	0.091202
chrXV	Peak160	520766	chrXV	520604	-0.955959	-1.093719	-1.18775	-0.89788	-0.930008	-0.551629	-0.285217	-0.363131	-0.383661	0.05335	2.00E-03	3.75E-04	1.21E-01	6.58E-01	44.4071306128282	-1.029358	-1.029358	-1.029358	-1.030143	-1.009877	-0.946402	-0.846207	-0.493722	-0.180516	0.06753
chrVII	Peak221	592631	chrVII	592573	-0.816213	-1.614079	-0.857302	-0.846924	-0.742763	-0.355887	-0.253145	-0.277606	-0.506725	0.087959	2.00E-03	3.80E-04	2.32E-01	6.67E-01	43.8467489477219	-0.998157	-0.998157	-0.998157	-0.998924	-0.979132	-0.917184	-0.819411	-0.475672	-0.170744	0.070214
chrXVI	Peak278	575314	chrXVI	575238	-1.257216	-1.484101	-1.024825	-0.745724	-0.9479	-0.518234	-0.287924	-0.202615	-0.431083	-0.007634	5.00E-04	3.80E-04	2.07E-01	6.36E-01	43.8439576011392	-1.101861	-1.101861	-1.101861	-1.102722	-1.080512	-1.01114	-0.902059	-0.521724	-0.18696	0.076903
chrI	Peak312	45447	chrI	45527	-0.613081	-1.010205	-0.854223	-0.609721	-0.623479	-0.547415	-0.296098	-0.404349	-0.256029	0.101374	2.00E-03	3.83E-04	6.15E-02	7.42E-01	43.5548682016622	-0.76197	-0.76197	-0.76197	-0.76254	-0.74781	-0.701554	-0.628073	-0.366016	-0.130462	0.05631
chrXV	Peak315	21601	chrXV	21645	-0.940415	-1.261873	-0.967235	-0.652044	-0.686963	-0.430449	-0.300393	-0.324732	-0.319124	0.02334	1.00E-03	3.79E-04	1.35E-01	6.85E-01	43.9405228113709	-0.939297	-0.939297	-0.939297	-0.94001	-0.921582	-0.863829	-0.772479	-0.449761	-0.1621	0.065634
chrVIII	Peak316	353485	chrVIII	353563	-1.406712	-1.456246	-1.451898	-1.03668	-1.00185	-0.723486	-0.420383	-0.321313	-0.315326	-0.059567	4.00E-03	3.79E-04	1.61E-01	5.70E-01	44.0152430068362	-1.326807	-1.326807	-1.326807	-1.327884	-1.300134	-1.213881	-1.079495	-0.619962	-0.222621	0.088951
chrVII	Peak395	428237	chrVII	428136	-0.878431	-0.980416	-0.883636	-0.811942	-0.709931	-0.512608	-0.22843	-0.228147	-0.394174	0.039902	2.00E-03	3.80E-04	1.18E-01	7.02E-01	43.8708477339391	-0.887362	-0.887362	-0.887362	-0.888032	-0.870723	-0.816434	-0.730436	-0.425645	-0.153152	0.06274
chrVIII	Peak399	25623	chrVIII	25208	-0.912345	-0.784167	-1.03786	-0.804453	-0.769656	-0.587908	-0.396659	-0.143054	-0.323243	-0.022323	4.00E-03	3.76E-04	7.92E-02	7.04E-01	44.3201117575938	-0.881217	-0.881217	-0.881217	-0.881876	-0.864863	-0.811446	-0.726736	-0.425655	-0.155512	0.059066
chrXIV	Peak401	586970	chrXIV	587241	-0.994491	-1.034053	-1.010251	-0.568553	-0.781889	-0.512972	-0.412005	-0.255856	-0.253241	-0.006612	1.00E-03	3.83E-04	8.01E-02	7.02E-01	43.5602298586209	-0.8883	-0.8883	-0.8883	-0.888975	-0.87153	-0.816853	-0.730302	-0.424088	-0.15095	0.065083
chrXV	Peak434	671220	chrXV	671051	-0.791253	-0.832914	-0.87432	-0.589313	-0.553164	-0.137761	-0.17088	-0.206673	-0.239577	-0.084801	5.00E-04	3.78E-04	1.86E-01	7.40E-01	44.0567683796467	-0.767703	-0.767703	-0.767703	-0.768272	-0.753579	-0.707394	-0.633958	-0.371446	-0.134706	0.053507
chrIV	Peak473	675746	chrIV	675869	-0.882295	-1.010614	-1.149847	-0.639835	-0.79406	-0.555139	-0.359237	-0.252542	-0.28867	-0.007712	1.00E-03	3.76E-04	8.85E-02	6.95E-01	44.3585662601648	-0.908268	-0.908268	-0.908268	-0.908949	-0.891363	-0.836169	-0.748705	-0.438342	-0.160292	0.06048
chrV	Peak565	23674	chrV	23527	-0.382928	-0.372045	-0.760321	-0.421266	-0.513487	-0.328004	-0.276529	-0.252676	-0.091595	0.012487	2.00E-03	3.75E-04	3.11E-02	8.37E-01	44.4941711300995	-0.475585	-0.475585	-0.475585	-0.475924	-0.467155	-0.439471	-0.395148	-0.234108	-0.086401	0.031869
chrVIII	Peak634	362775	chrVIII	362515	-0.358112	-0.372403	-0.527627	-0.330404	-0.386739	-0.328161	-0.176704	-0.17246	-0.102711	0.000311	5.00E-04	3.75E-04	1.54E-02	8.64E-01	44.4577580610585	-0.395128	-0.395128	-0.395128	-0.395408	-0.388156	-0.36525	-0.328537	-0.19481	-0.071853	0.026672
chrXVI	Peak638	588497	chrXVI	588553	-0.681346	-0.963568	-0.578613	-0.471196	-0.532104	-0.293665	-0.217215	-0.102791	-0.250404	-0.064502	4.00E-03	3.78E-04	1.13E-01	7.74E-01	44.0588880523575	-0.662378	-0.662378	-0.662378	-0.662863	-0.650332	-0.610887	-0.548011	-0.321939	-0.1169	0.046424
chrVII	Peak696	809900	chrVII	808927	-0.888745	-1.09595	-0.982166	-0.62378	-0.71015	-0.457726	-0.251777	-0.072651	-0.39599	-0.047138	1.00E-03	3.79E-04	1.72E-01	7.02E-01	44.0156266038194	-0.8869	-0.8869	-0.8869	-0.887568	-0.870321	-0.816213	-0.730474	-0.426352	-0.154168	0.061649
chrX	Peak755	345954	chrX	345872	-0.756124	-0.7528	-1.019622	-0.455771	-0.677365	-0.446902	-0.341027	-0.262937	-0.159508	-0.036953	2.00E-03	3.77E-04	6.42E-02	7.52E-01	44.2244543188806	-0.732224	-0.732224	-0.732224	-0.732762	-0.718854	-0.675101	-0.605446	-0.355718	-0.129788	0.050117
chrX	PeakPP007	181466	chrX	181476	-0.798761	-1.39778	-0.978236	-0.696905	-0.921282	-0.569317	-0.260902	-0.229136	-0.301229	-0.03412	5.00E-04	3.79E-04	1.38E-01	6.84E-01	43.9953980813607	-0.944215	-0.944215	-0.944215	-0.944932	-0.926416	-0.868385	-0.7766	-0.452362	-0.163332	0.065529
chrXIII	Peak169	675296	chrXIII	675264	-0.904047	-1.408714	-1.182986	-0.876773	-0.81095	-0.416719	-0.288055	-0.38582	-0.393499	0.034797	1.00E-03	3.71E-04	1.83E-01	6.43E-01	44.9721172872819	-1.076999	-1.076999	-1.076999	-1.077817	-1.056703	-0.990553	-0.886189	-0.519312	-0.193226	0.065465
chrXVI	Peak234	455281	chrXVI	454967	-1.175961	-1.308878	-1.202079	-0.88688	-0.864252	-0.534963	-0.277292	-0.313163	-0.347438	-0.03214	5.00E-04	3.74E-04	1.77E-01	6.26E-01	44.5146232317901	-1.134751	-1.134751	-1.134751	-1.13563	-1.112954	-1.042069	-0.930587	-0.541521	-0.198362	0.072828
chrXV	Peak238	69299	chrXV	69653	-1.142302	-1.201578	-1.390123	-0.879005	-1.013135	-0.622614	-0.436706	-0.381471	-0.358109	0.021519	2.00E-03	3.68E-04	1.05E-01	6.24E-01	45.2770839819276	-1.141533	-1.141533	-1.141533	-1.142405	-1.119927	-1.049551	-0.938718	-0.550554	-0.206597	0.066225
chrXIV	Peak240	663969	chrXIV	663995	-0.960976	-1.106487	-1.207636	-0.64738	-0.793981	-0.455092	-0.235472	-0.373123	-0.277433	-0.015843	4.00E-03	3.71E-04	1.47E-01	6.78E-01	44.9181573206355	-0.964693	-0.964693	-0.964693	-0.965414	-0.946805	-0.888386	-0.795868	-0.467915	-0.174103	0.059571
chrXIII	Peak323	465830	chrXIII	465708	-1.130669	-1.196886	-1.368397	-0.846529	-0.953373	-0.621587	-0.429692	-0.377001	-0.290573	-0.022593	2.00E-03	3.68E-04	1.03E-01	6.29E-01	45.3214446119827	-1.123149	-1.123149	-1.123149	-1.124003	-1.101976	-1.032979	-0.924229	-0.54268	-0.203984	0.06486
chrXV	Peak331	956666	chrXV	956810	-0.755787	-0.952053	-1.025319	-0.531053	-0.629907	-0.447526	-0.250346	-0.074984	-0.327856	-0.079215	2.00E-03	3.68E-04	1.46E-01	7.29E-01	45.3151478207311	-0.803097	-0.803097	-0.803097	-0.803679	-0.788644	-0.741283	-0.665859	-0.395033	-0.149156	0.047514
chrXV	Peak359	826191	chrXV	826446	-0.910934	-0.654939	-1.302072	-0.799493	-0.831505	-0.595617	-0.371808	-0.346163	-0.241995	0.010809	2.00E-03	3.74E-04	7.45E-02	6.99E-01	44.575770608092	-0.897653	-0.897653	-0.897653	-0.898322	-0.881046	-0.826789	-0.740744	-0.43484	-0.160174	0.058215
chrXII	Peak371	187467	chrXII	187547	-0.832816	-0.97034	-0.79425	-0.595551	-0.711923	-0.357424	-0.334397	-0.280097	-0.223824	-0.022197	1.00E-03	3.70E-04	7.77E-02	7.32E-01	45.0003852032973	-0.79195	-0.79195	-0.79195	-0.792527	-0.777624	-0.730701	-0.656	-0.388022	-0.145093	0.048938
chrVII	Peak382	352455	chrVII	352364	-1.036812	-1.047567	-1.113844	-0.672259	-0.894715	-0.568519	-0.304059	-0.265804	-0.346036	0.010017	1.00E-03	3.74E-04	1.11E-01	6.80E-01	44.5949494257598	-0.956816	-0.956816	-0.956816	-0.957535	-0.938974	-0.880738	-0.78855	-0.462136	-0.170193	0.061643
chrII	Peak392	71252	chrII	70639	-0.824196	-0.605228	-1.207748	-0.785468	-0.578804	-0.571753	-0.343118	-0.085668	-0.352783	-0.040322	5.00E-04	3.70E-04	1.28E-01	7.17E-01	45.0117363601385	-0.83955	-0.83955	-0.83955	-0.840165	-0.824276	-0.774283	-0.694796	-0.41047	-0.153449	0.051646
chrXII	Peak402	39592	chrXII	39541	-1.086135	-1.471391	-1.184894	-0.796662	-0.7881	-0.454785	-0.377788	-0.277861	-0.359175	-0.040574	5.00E-04	3.67E-04	1.83E-01	6.32E-01	45.4717916649842	-1.114666	-1.114666	-1.114666	-1.11551	-1.093747	-1.025546	-0.917981	-0.540026	-0.203953	0.063071
chrXIII	Peak583	185086	chrXIII	184161	-0.077366	-0.081418	-0.422027	-0.120164	-0.273206	-0.18132	-0.087005	-0.116032	-0.13838	0.118657	2.00E-05	3.69E-04	4.49E-02	9.42E-01	45.1721129779842	-0.168377	-0.168377	-0.168377	-0.168493	-0.165479	-0.155933	-0.140582	-0.084184	-0.031806	0.010408
chrVII	Peak690	74388	chrVII	75134	-0.19763	-0.501549	-0.28175	-0.144548	-0.133012	-0.233675	-0.245649	-0.079497	-0.058764	-0.016975	1.00E-03	3.72E-04	3.17E-02	9.05E-01	44.7685448324743	-0.275094	-0.275094	-0.275094	-0.275287	-0.270302	-0.254536	-0.229218	-0.136565	-0.050918	0.017907
chrV	Peak264	335525	chrV	335541	-0.765344	-1.270454	-0.912433	-0.636483	-0.522297	-0.342879	-0.036187	-0.297851	-0.400897	0.000433	5.00E-04	3.62E-04	2.60E-01	7.05E-01	46.0818492904179	-0.877387	-0.877387	-0.877387	-0.878019	-0.861695	-0.810249	-0.728368	-0.4346	-0.167763	0.046181
chrIII	Peak354	14655	chrIII	14919	-1.503365	-1.929808	-1.685209	-1.015491	-1.077743	-0.791742	-0.414145	-0.11911	-0.553022	-0.079147	2.00E-03	3.62E-04	3.10E-01	5.24E-01	46.0188156211054	-1.493285	-1.493285	-1.493285	-1.49449	-1.463482	-1.367101	-1.217464	-0.708937	-0.270292	0.075208
chrXI	Peak417	327575	chrXI	327442	-0.785928	-0.706786	-0.607763	-0.411376	-0.54315	-0.321102	-0.194384	-0.123478	-0.266631	-0.042236	1.00E-03	3.59E-04	8.83E-02	7.88E-01	46.4196436048307	-0.621055	-0.621055	-0.621055	-0.621486	-0.610343	-0.575082	-0.518571	-0.312527	-0.122209	0.031452
chrVII	Peak426	986981	chrVII	987278	-0.395177	-0.655668	-0.372811	-0.411106	-0.159432	-0.118691	-0.060196	-0.116785	-0.228637	-0.036332	1.00E-03	3.64E-04	1.19E-01	8.44E-01	45.8103880552162	-0.454279	-0.454279	-0.454279	-0.454593	-0.446455	-0.420691	-0.379327	-0.227927	-0.087682	0.025465
chrXI	Peak450	178263	chrXI	178270	-0.394782	-0.625661	-0.099218	-0.348466	-0.363011	-0.201531	-0.026598	0.024958	-0.190166	-0.098246	5.00E-04	3.63E-04	1.05E-01	8.78E-01	45.9004811472036	-0.354905	-0.354905	-0.354905	-0.355149	-0.348842	-0.328858	-0.296729	-0.178712	-0.068982	0.019691
chrIV	Peak528	1250035	chrIV	1250138	-0.705498	-0.61581	-1.02681	-0.533248	-0.675122	-0.375004	-0.269758	-0.235384	-0.28174	0.010024	1.00E-03	3.60E-04	8.09E-02	7.59E-01	46.3536718412198	-0.708641	-0.708641	-0.708641	-0.709138	-0.696291	-0.655687	-0.590745	-0.355073	-0.138449	0.036107
chrXI	Peak584	282240	chrXI	282255	-0.671679	-0.643147	-0.825888	-0.359925	-0.436342	-0.287263	-0.192445	-0.279923	-0.191769	-0.013448	1.00E-03	3.59E-04	8.62E-02	7.90E-01	46.3889324171705	-0.61516	-0.61516	-0.61516	-0.615587	-0.604549	-0.56962	-0.513639	-0.3095	-0.120926	0.031317
chrXVI	Peak599	672362	chrXVI	672448	-0.930629	-0.843556	-0.976711	-0.636342	-0.714862	-0.48994	-0.300324	-0.220935	-0.353731	0.0076	1.00E-03	3.60E-04	9.29E-02	7.17E-01	46.2614716884419	-0.840773	-0.840773	-0.840773	-0.841374	-0.825863	-0.776933	-0.698948	-0.418249	-0.162379	0.043132
chrXII	Peak684	89724	chrXII	90584	-0.175208	-0.35045	0.015497	-0.185323	-0.123395	-0.124177	-0.115087	0.020432	-0.042161	-0.076851	2.00E-03	3.60E-04	3.58E-02	9.42E-01	46.3033961503727	-0.168029	-0.168029	-0.168029	-0.168143	-0.165203	-0.155876	-0.140844	-0.085319	-0.033353	0.008793
chrXIV	Peak769	8046	chrXIV	7090	-2.615848	-2.570347	-2.343418	-1.467899	-1.564361	-1.201397	-0.671834	-0.726903	-0.592167	0.088388	1.00E-03	3.63E-04	1.95E-01	3.64E-01	45.9305994154504	-2.168039	-2.168039	-2.168039	-2.170136	-2.116529	-1.954201	-1.713184	-0.96201	-0.360734	0.101904
chrXI	Peak032	322202	chrXI	322318	-1.689027	-2.063059	-1.957975	-1.12163	-1.15995	-0.768149	-0.471511	-0.471246	-0.568205	0.020723	2.00E-03	3.53E-04	2.49E-01	4.81E-01	47.1539747028356	-1.659258	-1.659258	-1.659258	-1.660619	-1.625646	-1.51722	-1.349968	-0.788745	-0.309429	0.067874
chrXIII	Peak048	302970	chrXIII	302924	-1.433878	-2.019076	-1.635441	-1.085473	-1.081239	-0.789647	-0.461725	-0.491466	-0.55903	0.049252	2.00E-03	3.51E-04	1.99E-01	5.21E-01	47.4959516825583	-1.504345	-1.504345	-1.504345	-1.505527	-1.475125	-1.38035	-1.232804	-0.728093	-0.289182	0.058688
chrXV	Peak138	882215	chrXV	882252	-1.699771	-2.01837	-1.858848	-1.293334	-0.998763	-0.761826	-0.41374	-0.497117	-0.489094	-0.034916	2.00E-03	3.51E-04	2.75E-01	4.73E-01	47.4722092939572	-1.691552	-1.691552	-1.691552	-1.692941	-1.657236	-1.54658	-1.376081	-0.805195	-0.318365	0.064927
chrXV	Peak172	391724	chrXV	391680	-1.017241	-1.555869	-1.131734	-0.955699	-0.814066	-0.466079	-0.241161	-0.344387	-0.448344	-0.003762	2.00E-03	3.57E-04	2.27E-01	6.22E-01	46.6886887873939	-1.147088	-1.147088	-1.147088	-1.14794	-1.125971	-1.056993	-0.948065	-0.563965	-0.220594	0.053622
chrXVI	Peak224	453668	chrXVI	454638	-0.776089	-0.984351	-1.1322	-0.579765	-0.636807	-0.46003	-0.256298	-0.248247	-0.332798	-0.024946	5.00E-04	3.51E-04	1.27E-01	7.13E-01	47.4752112931754	-0.852893	-0.852893	-0.852893	-0.853489	-0.838108	-0.789481	-0.711832	-0.430905	-0.173008	0.035354
chrX	Peak270	639472	chrX	639600	-1.268499	-1.408902	-1.428747	-0.862709	-0.85484	-0.62803	-0.343378	-0.378116	-0.460515	0.006121	2.00E-03	3.51E-04	1.84E-01	6.00E-01	47.4297892087364	-1.223422	-1.223422	-1.223422	-1.22433	-1.200929	-1.127463	-1.011625	-0.604361	-0.240915	0.049701
chrXVI	Peak299	228123	chrXVI	228233	-1.204613	-1.389048	-1.352524	-0.822269	-0.927268	-0.545505	-0.394197	-0.291318	-0.325545	-0.086777	2.00E-03	3.57E-04	1.69E-01	6.14E-01	46.665929344983	-1.173921	-1.173921	-1.173921	-1.174797	-1.1522	-1.08129	-0.969433	-0.575958	-0.225037	0.05496
chrXIV	Peak374	169885	chrXIV	169686	-1.099321	-1.229264	-1.218926	-0.789302	-0.964765	-0.611533	-0.429686	-0.272045	-0.345923	-0.035939	1.00E-03	3.58E-04	1.08E-01	6.44E-01	46.5440138812867	-1.072864	-1.072864	-1.072864	-1.073653	-1.053299	-0.989313	-0.888022	-0.528925	-0.206302	0.051699
chrIV	Peak416	1011652	chrIV	1011825	-0.72955	-1.05529	-0.252127	-0.535175	-0.415296	-0.186317	-0.296371	-0.308725	-0.321831	0.09722	5.00E-04	3.51E-04	1.48E-01	7.90E-01	47.4618269272207	-0.613727	-0.613727	-0.613727	-0.614144	-0.603367	-0.569194	-0.51432	-0.313179	-0.126063	0.025856
chrXV	Peak451	391172	chrXV	391680	-1.017241	-1.555869	-1.131734	-0.955699	-0.814066	-0.466079	-0.241161	-0.344387	-0.448344	-0.003762	2.00E-03	3.57E-04	2.27E-01	6.22E-01	46.6886887873939	-1.147088	-1.147088	-1.147088	-1.14794	-1.125971	-1.056993	-0.948065	-0.563965	-0.220594	0.053622
chrVII	Peak455	667925	chrVII	667929	-0.80038	-0.855324	-0.922364	-0.578608	-0.702434	-0.431494	-0.271937	-0.345425	-0.346172	0.075487	4.00E-03	3.58E-04	8.18E-02	7.35E-01	46.5719114556191	-0.783271	-0.783271	-0.783271	-0.783823	-0.769565	-0.724523	-0.652585	-0.392342	-0.153798	0.038346
chrXIII	Peak540	442397	chrXIII	442343	-0.737813	-0.874583	-0.772181	-0.419238	-0.595952	-0.406144	-0.244918	-0.152146	-0.391823	0.042483	1.00E-03	3.56E-04	1.02E-01	7.65E-01	46.7790824152003	-0.690585	-0.690585	-0.690585	-0.691065	-0.678676	-0.63948	-0.576714	-0.348254	-0.137469	0.032819
chrII	Peak559	126267	chrII	126112	-0.816234	-0.832166	-0.986656	-0.653466	-0.749448	-0.498114	-0.367434	-0.190478	-0.261545	-0.066661	5.00E-04	3.51E-04	6.96E-02	7.24E-01	47.4295057627324	-0.817305	-0.817305	-0.817305	-0.817873	-0.803187	-0.756739	-0.682503	-0.413387	-0.165852	0.034258
chrXI	Peak724	1455	chrXI	569	-2.218431	-2.438849	-2.426533	-1.468592	-1.452279	-1.196197	-0.7332	-0.712237	-0.55516	0.049378	1.00E-03	3.53E-04	1.62E-01	3.83E-01	47.2585593284899	-2.079093	-2.079093	-2.079093	-2.081	-2.032203	-1.883308	-1.659876	-0.949341	-0.370121	0.079176
chrXII	Peak008	710736	chrXII	710997	-1.802684	-1.899323	-1.801504	-0.989225	-1.322353	-0.956162	-0.567103	-0.437905	-0.545621	0.025242	4.00E-03	3.50E-04	1.71E-01	5.03E-01	47.6032705350989	-1.572036	-1.572036	-1.572036	-1.573287	-1.541103	-1.440949	-1.285546	-0.757604	-0.301339	0.059609
chrXV	Peak014	232170	chrXV	232189	-1.650558	-1.910498	-1.679954	-1.143613	-1.253344	-0.828743	-0.505507	-0.422934	-0.612956	0.031023	2.00E-03	3.46E-04	1.98E-01	5.04E-01	48.2217227094706	-1.567859	-1.567859	-1.567859	-1.569091	-1.537407	-1.438669	-1.285219	-0.76203	-0.307995	0.052191
